threshold,recall,precision,f2,flagged_pct
0.1,0.9937080536912751,0.643575115457756,0.8961942952258455,0.9046448758908823
0.11,0.9932885906040269,0.6525213557453844,0.899354348651728,0.8918653231752274
0.12,0.9911912751677853,0.6620902213505183,0.9015642884395269,0.8771196854263947
0.13,0.9903523489932886,0.6699772985244041,0.9039050535987749,0.8660604571147702
0.14,0.989513422818792,0.6765127616862633,0.9057052906396376,0.8569673138363234
0.15,0.988255033557047,0.6825028968713789,0.9069910686787804,0.848365691816171
0.16,0.9878355704697986,0.6877920560747663,0.9085648148148148,0.8414843942000492
0.17,0.9865771812080537,0.6948301329394387,0.9101462735082424,0.8318997296633079
0.18,0.9853187919463087,0.7014034040011944,0.9115250291036089,0.8230523470140083
0.19,0.9848993288590604,0.7065904303340355,0.9129792363325298,0.8166625706561809
0.2,0.9836409395973155,0.7131995133819952,0.9143013100436681,0.8080609486360285
0.21,0.9823825503355704,0.7186253451979134,0.915201250488472,0.8009338903907594
0.22,0.9815436241610739,0.724009900990099,0.9163533834586466,0.7942983534037847
0.23,0.9794463087248322,0.7294595438925335,0.9166208683363429,0.7866797739002211
0.24,0.9765100671140939,0.7332283464566929,0.9157422704743923,0.7802899975423937
0.25,0.9756711409395973,0.7379441624365483,0.9166141235813366,0.7746375030720078
0.26,0.9744127516778524,0.74646529562982,0.9183270082226439,0.7648070779061195
0.27,0.9718959731543624,0.7515407071034707,0.9180600681512006,0.7576800196608503
0.28,0.9702181208053692,0.7561294540699575,0.9182215164747916,0.7517817645613173
0.29,0.9672818791946308,0.7613073621657312,0.9176283326701155,0.744408945686901
0.3,0.9656040268456376,0.7668221185876083,0.9180092518743022,0.7377734086999262
0.31,0.9626677852348994,0.7724671827667452,0.9174862077236747,0.7301548291963628
0.32,0.9618288590604027,0.7764984761259736,0.9180078469052766,0.725731137871713
0.33,0.9605704697986577,0.7818368043700922,0.9185720016044926,0.7198328827721799
0.34,0.9551174496644296,0.7851724137931034,0.9154872949501447,0.7127058245269108
0.35,0.9500838926174496,0.7903000697836706,0.913159167876149,0.7043499631359056
0.36,0.9463087248322147,0.7935279634189236,0.9112206155586073,0.6986974686655197
0.37,0.9429530201342282,0.7985790408525755,0.9100477694113837,0.6918161710493979
0.38,0.9387583892617449,0.8018631314940882,0.9077634460939401,0.6859179159498648
0.39,0.9362416107382551,0.8072332730560579,0.9072433135517438,0.6795281395920374
0.4,0.9324664429530202,0.8116100766703176,0.9054989816700612,0.6731383632342098
0.41,0.9278523489932886,0.815935079306529,0.9030783048909937,0.666257065618088
0.42,0.923238255033557,0.819434102755026,0.9004254622811324,0.6601130498894077
0.43,0.9182046979865772,0.8232418202331704,0.8974989749897498,0.653477512902433
0.44,0.915268456375839,0.8309215536938309,0.8970564051965138,0.645367412140575
0.45,0.9114932885906041,0.8341650671785029,0.8949015731817808,0.6402064389284836
0.46,0.9064597315436241,0.8388975155279503,0.8920904887714664,0.6330793806832146
0.47,0.9014261744966443,0.8417547982765374,0.8888245512449334,0.6274268862128287
0.48,0.8968120805369127,0.8467326732673267,0.8863278335129757,0.6205455885967068
0.49,0.8909395973154363,0.8496,0.8823529411764706,0.6144015728680265
0.5,0.8859060402684564,0.8536782538399353,0.8792672772689425,0.6080117965101991
0.51,0.8817114093959731,0.8583095140873827,0.8769294952023362,0.6018677807815188
0.52,0.8770973154362416,0.8608480856319473,0.8737985791893021,0.5969525681985746
0.53,0.8699664429530202,0.8663324979114453,0.8692372170997485,0.5883509461784222
0.54,0.8649328859060402,0.8674800168279344,0.865441114748594,0.5841730154829197
0.55,0.8565436241610739,0.871160409556314,0.8594276094276094,0.5760629147210616
0.56,0.850251677852349,0.8733304610081861,0.854769334570296,0.5704104202506758
0.57,0.8435402684563759,0.8766346992153444,0.8499577345731192,0.5637748832637012
0.58,0.8343120805369127,0.8793103448275862,0.8429394812680115,0.5559105431309904
0.59,0.8280201342281879,0.8820375335120644,0.8382877526753865,0.5500122880314574
0.6,0.8208892617449665,0.8855203619909502,0.8330495487825643,0.5431309904153354
0.61,0.8112416107382551,0.8887867647058824,0.8256489071038251,0.5347751290243303
0.62,0.8053691275167785,0.8938547486033519,0.8216364258815474,0.5278938314082084
0.63,0.7986577181208053,0.8985370457763096,0.8168168168168168,0.5207667731629393
0.64,0.7915268456375839,0.9015766841853798,0.8113337346289449,0.5143769968051118
0.65,0.7835570469798657,0.9050387596899225,0.8051724137931034,0.5072499385598427
0.66,0.7713926174496645,0.9081481481481481,0.795346423319782,0.4976652740231015
0.67,0.761744966442953,0.9111891620672353,0.787579148234886,0.48980093389039076
0.68,0.7504194630872483,0.9122896481387047,0.7780290510567974,0.48193659375768
0.69,0.7390939597315436,0.9167533818938606,0.7688950951300402,0.4723519292209388
0.7,0.7294463087248322,0.9196192490745637,0.7609171261048394,0.4647333497173753
0.71,0.7202181208053692,0.9221267454350162,0.7532023161958238,0.4576062914721062
0.72,0.712248322147651,0.9248366013071896,0.7465705240942666,0.4512165151142787
0.73,0.701761744966443,0.9263565891472868,0.7375242461646976,0.44384369623986236
0.74,0.6891778523489933,0.9287733182589033,0.7266696152145069,0.43475055296141557
0.75,0.677013422818792,0.93133294864397,0.7161238796698909,0.425903170312116
0.76,0.6623322147651006,0.934319526627219,0.7032781044004989,0.41533546325878595
0.77,0.6480704697986577,0.936931473620376,0.6906571300849352,0.4052592774637503
0.78,0.6333892617449665,0.939639079029247,0.6775554159562057,0.39493733103956746
0.79,0.6153523489932886,0.9391805377720871,0.6609298972787889,0.383878102727943
0.8,0.5994127516778524,0.9419907712590639,0.646430833257939,0.3728188744163185
0.81,0.5843120805369127,0.9444067796610169,0.6325492689129053,0.3624969279921357
0.82,0.5654362416107382,0.9466292134831461,0.614963503649635,0.34996313590562794
0.83,0.5465604026845637,0.9510948905109489,0.5973775903172566,0.33669206193167855
0.84,0.5255872483221476,0.9564885496183206,0.5776323068412318,0.3219464241828459
0.85,0.5054530201342282,0.9616919393455706,0.5584391509871165,0.3079380683214549
0.86,0.4853187919463087,0.9625623960066556,0.5387409200968523,0.29540427623494714
0.87,0.46098993288590606,0.9631901840490797,0.5146576753769786,0.28041287785696734
0.88,0.4337248322147651,0.9663551401869159,0.48745992834244767,0.26296387318751535
0.89,0.40813758389261745,0.973973973973974,0.46179401993355484,0.2455148685180634
0.9,0.376258389261745,0.9781897491821155,0.4290634267674352,0.22536249692799212
